City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
445,Eydhafushi,MV,80.78,overcast clouds,5.1033,73.0708,Soneva Fushi
446,Liverpool,GB,65.08,broken clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
447,Landau,DE,70.57,overcast clouds,49.2075,8.1133,Hotel Landau Gästehaus Kleine Kalmit
448,Gizo,SB,81.57,moderate rain,-8.103,156.8419,Imagination Island
449,Oga,IT,63.28,few clouds,46.4631,10.347,QC Terme Bagni di Bormio Bagni Nuovi
450,Alice,US,66.49,clear sky,27.7523,-98.0697,"Holiday Inn Express & Suites Alice, an IHG Hotel"
451,Karratha,AU,70.59,clear sky,-20.7377,116.8463,ibis Styles Karratha
452,Barmer,IN,80.22,clear sky,25.75,71.3833,Jain Dharamshala
455,Birin,NP,55.36,clear sky,26.8865,88.0718,Sangam Hospitality
457,Kota Kinabalu,MY,82.38,moderate rain,5.9749,116.0724,Gaya Centre Hotel
460,Crotone,IT,68.99,clear sky,39.0851,17.1178,Helios Hotel
461,Ayabaca,PE,65.79,overcast clouds,-4.6398,-79.7149,Hotel Samanga
463,Port Hedland,AU,71.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
465,Umm Kaddadah,SD,88.59,broken clouds,13.6017,26.6876,
466,Achalpur,IN,70.21,clear sky,21.2572,77.5086,Sachin pandey
467,Praia,CV,91.94,clear sky,14.9215,-23.5087,LT Aparthotel
468,Gombong,ID,75.88,overcast clouds,-7.6072,109.5142,Grafika Hotel Dan Restoran
469,Tucuman,AR,95.0,clear sky,-26.8241,-65.2226,Hotel Premier
471,Nuevo Imperial,PE,69.17,few clouds,-13.0754,-76.3172,Hotel Konford
472,Shelburne,CA,52.36,scattered clouds,44.0787,-80.2041,The Retreat at the Farm
473,Siyana,IN,71.91,clear sky,28.6277,78.0599,Shiva guest House
475,Westport,US,56.86,clear sky,41.1415,-73.3579,The Westport Inn
476,Harper,LR,82.11,light rain,4.375,-7.7169,Screensaver
478,Abyek,IR,53.26,overcast clouds,36.0667,50.55,kaspian sanat navrd sina(لوله مبلی سینا)
479,Kudahuvadhoo,MV,81.16,broken clouds,2.6708,72.8944,Niyama Private Islands Maldives
480,Ondjiva,AO,87.73,overcast clouds,-17.0667,15.7333,COMBUESA
481,Mackay,AU,69.67,clear sky,-21.15,149.2,International Lodge Motel
482,Kulhudhuffushi,MV,82.0,broken clouds,6.6221,73.07,Haajy Guest House 1
483,Bahia De Caraquez,EC,73.58,overcast clouds,-0.6,-80.4167,Saiananda Eco-Hotel
484,Tacuati,PY,93.18,clear sky,-23.45,-56.5833,
486,Douentza,ML,92.93,clear sky,14.9951,-2.9517,Ogomono Doumbo
487,Kavaratti,IN,83.16,clear sky,10.5669,72.642,Green leaf
489,Sigli,ID,80.02,light rain,5.3848,95.9609,Losmen Dua Mali
490,Port Hawkesbury,CA,53.58,clear sky,45.6169,-61.3485,MacKenzie House Tourist Home B&B
493,Myitkyina,MM,69.62,clear sky,25.3833,97.4,Shwe Phyu Hotel
494,Sinnamary,GF,79.23,heavy intensity rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
495,General Bravo,MX,69.3,few clouds,25.8,-99.1667,Hotel Don Joaquin
497,Mbandaka,CD,76.68,light rain,0.0487,18.2603,Guest House Epervier
498,Ambilobe,MG,77.02,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
499,Ogulin,HR,59.83,clear sky,45.2661,15.2286,Hotel Frankopan
501,Cururupu,BR,91.63,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
502,Sawtell,AU,57.18,clear sky,-30.3833,153.1,The Bungalow Sawtell
503,Lundazi,ZM,81.03,few clouds,-12.2929,33.1782,Knox Lodge
504,Koson,UZ,64.72,broken clouds,39.0375,65.585,Hakimov Alisherning uyi
505,Erzin,TR,69.76,clear sky,36.9559,36.2,Artemis Otel
506,Ramhormoz,IR,84.4,scattered clouds,31.28,49.6035,کافی نت کاریزما
509,Ca Mau,VN,76.84,overcast clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
511,Pochutla,MX,85.82,scattered clouds,15.7432,-96.4661,Hotel Posada San Jose
512,Freetown,SL,82.0,light rain,8.484,-13.2299,The Country Lodge Hotel
513,Janikowo,PL,58.23,overcast clouds,52.7533,18.1133,Agro Noclegi Wynajem pokoi Hotel Janikowo
514,Oyugis,KE,75.78,overcast clouds,-0.509,34.7358,Hotel Ayadom
515,Santa Maria,BR,85.3,scattered clouds,-29.6842,-53.8069,Hotel Morotin
516,San Rafael,AR,75.24,broken clouds,-34.6177,-68.3301,Hotel San Rafael
517,Veraval,IN,80.08,clear sky,20.9,70.3667,Lords Inn Somnath
519,Hornepayne,CA,50.67,overcast clouds,49.2138,-84.7705,Kay-Vee Lodge Ltd
520,Grand Gaube,MU,75.6,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
523,Toktogul,KG,51.58,broken clouds,41.8708,72.9402,KAGAN
525,Yatsuo,JP,51.22,overcast clouds,36.5667,137.1333,和み処 合掌
527,Tuatapere,NZ,51.26,scattered clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
528,Lazurne,UA,56.5,clear sky,46.084,32.5295,New Manna Hostel
529,Can Tho,VN,76.98,scattered clouds,10.0333,105.7833,Kim Lan Hotel Can Tho
530,Eldorado,BR,85.71,heavy intensity rain,-23.7869,-54.2836,Villa Verde Hotel
532,Atambua,ID,75.74,overcast clouds,-9.1061,124.8925,Ros Muskanan
533,Korla,CN,50.11,clear sky,41.7597,86.1469,Gulisitan Hotel
535,Qinzhou,CN,73.11,clear sky,21.95,108.6167,Jinjiang Inn Style Qingzhou Walmart
536,Gushikawa,JP,76.23,scattered clouds,26.3544,127.8686,Kirari Guest House
537,Burgeo,CA,50.34,few clouds,47.6167,-57.6152,Gillett's Motel
539,Ballina,AU,61.21,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
540,Cavalcante,BR,85.03,broken clouds,-13.7975,-47.4583,Pousada Vila dos Ipês
541,Roebourne,AU,72.16,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
542,Copiapo,CL,55.09,clear sky,-27.3667,-70.3333,Antay Casino Hotel
543,Bima,ID,76.01,broken clouds,-8.4667,118.7167,Lambitu Hotel
545,Abu Samrah,SY,71.94,clear sky,35.3029,37.1841,
546,Alta Floresta,BR,85.82,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
547,Chateauroux,FR,73.4,clear sky,46.8167,1.7,Hôtel Kyriad Chateauroux
548,Sao Jose Da Coroa Grande,BR,82.18,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
549,Aripuana,BR,78.19,overcast clouds,-9.1667,-60.6333,
550,Tonj,SS,80.89,overcast clouds,7.2737,28.6822,Lakan Hotel
551,Sukumo,JP,59.34,broken clouds,32.9333,132.7333,Sukumojo
552,Quatre Cocos,MU,75.31,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
553,Rabo De Peixe,PT,68.27,few clouds,37.8,-25.5833,Quinta das Giestas
554,Colquechaca,BO,51.33,clear sky,-18.6667,-66.0167,
555,Palm Springs,US,74.3,clear sky,33.8303,-116.5453,The Colony Palms Hotel and Bungalows
556,Bay Roberts,CA,53.33,clear sky,47.5999,-53.2648,Stonewall Inn
557,West Bay,KY,88.07,few clouds,19.3667,-81.4167,Calypso Cove
558,Corridonia,IT,65.68,clear sky,43.2511,13.5088,Hotel San Claudio
559,Nouadhibou,MR,91.38,dust,20.931,-17.0347,El Medina
561,Meadow Lake,US,55.42,clear sky,34.8014,-106.5436,TumbleWeed RV Park
563,Turbat,PK,78.98,clear sky,26.0023,63.044,Mubashar Quarters
564,Dunedin,NZ,56.8,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
565,Lompoc,US,55.6,mist,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
566,Svetlogorsk,BY,53.76,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
567,Youghal,IE,57.09,scattered clouds,51.95,-7.8506,Walter Raleigh Hotel
568,Dwarka,IN,81.77,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
569,Pacific Grove,US,51.46,clear sky,36.6177,-121.9166,Lovers Point Inn
570,Aswan,EG,83.17,scattered clouds,24.0934,32.907,Nuba Nile
572,Caruray,PH,80.67,overcast clouds,10.3094,119.0128,
574,Vila Franca Do Campo,PT,69.19,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
576,Puerto Carreno,CO,87.78,few clouds,6.189,-67.4859,Casa Hotel Victoria
577,Capreol,CA,50.56,broken clouds,46.706,-80.9225,
579,Tiznit,MA,86.16,overcast clouds,29.5833,-9.5,
581,Kamenicky Senov,CZ,60.37,overcast clouds,50.7736,14.4729,Vila Heide
583,Yangambi,CD,73.0,overcast clouds,0.8102,24.4336,
585,Canutama,BR,74.57,overcast clouds,-6.5339,-64.3831,Endereço Atual- Mauricio da Silva Lima
586,Ahuimanu,US,76.86,few clouds,21.4447,-157.8378,Paradise Bay Resort
588,Labuhan,ID,77.7,overcast clouds,-6.8844,112.2051,DoubleFAG
589,Los Llanos De Aridane,ES,75.13,broken clouds,28.6585,-17.9182,Valle Aridane
591,Cuauhtemoc,MX,50.18,clear sky,28.4167,-106.8667,Motel Tarahumara Inn
592,Lasa,IT,60.37,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
594,Arlit,NE,87.44,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
595,Ponta Delgada,PT,69.49,few clouds,37.7333,-25.6667,Vila Nova Hotel
596,Nichinan,JP,61.81,clear sky,31.6,131.3667,Guest House Aki
597,Nanning,CN,70.25,scattered clouds,22.8167,108.3167,Nanning Travelling With Hostel
598,Japura,ID,74.95,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
599,Esmeraldas,BR,86.11,scattered clouds,-19.7625,-44.3139,Forasteiro Pousada
600,Inhambane,MZ,73.53,light rain,-23.865,35.3833,Oceano
601,Maracana,BR,93.49,overcast clouds,-0.7667,-47.45,EDVAN FOX
603,Cadiz,ES,80.02,overcast clouds,36.5,-5.75,Hacienda Barriche
604,Poum,NC,78.03,clear sky,-20.2333,164.0167,
605,Hobyo,SO,80.38,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
606,Nantucket,US,58.08,overcast clouds,41.2835,-70.0995,Jared Coffin House
607,Necochea,AR,62.08,scattered clouds,-38.5473,-58.7368,dyd -mar Hotel
608,Akdepe,TM,51.89,overcast clouds,42.0551,59.3788,
611,Santa Isabel Do Rio Negro,BR,80.29,overcast clouds,-0.4139,-65.0192,Hotel GSA
612,Bandarbeyla,SO,78.85,scattered clouds,9.4942,50.8122,JABIR HOTEL
613,Hapao,PH,71.2,overcast clouds,16.8797,121.016,Native Village Inn
614,Saiha,IN,67.48,clear sky,22.4833,92.9667,"Circuit House, Siaha"
615,Maragogi,BR,81.72,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
617,Hasaki,JP,52.29,clear sky,35.7333,140.8333,Inubosaki Kanko Hotel
618,Hellendoorn,NL,68.41,overcast clouds,52.3902,6.448,Landgoed De Uitkijk
619,Umm Lajj,SA,81.9,scattered clouds,25.0213,37.2685,Moon light Furnished Units
620,Mount Isa,AU,73.17,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
621,Azare,NG,88.12,overcast clouds,11.6765,10.1948,Mallam Ayuba Compound
624,Acapulco,MX,82.6,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
625,Padang,ID,78.85,overcast clouds,-0.9492,100.3543,Mercure Padang
628,Hurghada,EG,77.5,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
629,Jalu,LY,73.47,clear sky,29.0331,21.5482,صاحبة الفخامة
630,Road Town,VG,86.04,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
634,Ambad,IN,68.95,clear sky,19.6167,75.8,Dhembre Maha E Seva Kendra
635,Trairi,BR,89.02,overcast clouds,-3.2778,-39.2689,janelas do mar
636,Bantry,IE,56.79,broken clouds,51.6833,-9.45,The Maritime Hotel
637,Am Timan,TD,87.66,broken clouds,11.0297,20.2827,Palais du chef Canton Salamt
638,Manta,EC,73.18,overcast clouds,-0.95,-80.7333,Balandra Hotel
639,Doba,TD,86.04,few clouds,8.65,16.85,Restaurant Auberge La Pétrolière
641,Makakilo City,US,75.69,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
643,Mashhad,IR,60.94,scattered clouds,36.297,59.6062,Khanye Sabz Hotel
644,Santa Teresa,VE,86.9,broken clouds,10.2341,-66.6631,Funeraria Lira
645,Bull Savanna,JM,82.83,scattered clouds,17.8868,-77.5902,Big Red's
646,Taguatinga,BR,86.36,overcast clouds,-12.3857,-46.5711,
647,Arroyos Y Esteros,PY,91.2,clear sky,-25.0667,-57.1,GPM
649,Yilan,TW,77.02,light rain,24.757,121.753,Dar Chen Hotel
650,Vung Tau,VN,80.92,moderate rain,10.346,107.0843,Seaside Resort
653,Yeppoon,AU,64.18,clear sky,-23.1333,150.7333,Villa Mar Colina
654,Pierrelatte,FR,77.11,overcast clouds,44.3776,4.702,Hôtel du Centre
655,Wenling,CN,61.38,clear sky,28.3669,121.36,Hanting Express Wenling Wanchang North Road
656,Comodoro Rivadavia,AR,55.26,scattered clouds,-45.8667,-67.5,Austral Hotel
657,Fallon,US,53.06,clear sky,39.4735,-118.7774,Best Western Fallon Inn & Suites
658,Bubaque,GW,83.82,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
659,Inirida,CO,76.96,heavy intensity rain,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
660,Locri,IT,66.33,clear sky,38.2414,16.2623,Grand Hotel President
661,Oriximina,BR,96.04,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
662,Elizabeth City,US,66.22,overcast clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
663,Cap Malheureux,MU,74.46,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
664,Kolokani,ML,92.57,clear sky,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
667,Rawson,AR,59.29,clear sky,-43.3002,-65.1023,Hosteria Sampedro
668,Catuday,PH,79.66,moderate rain,16.2923,119.8062,Benjie's Kubo & Cottages
669,Apozol,MX,72.43,clear sky,21.4833,-103.1,Paraíso Caxcán
671,Havelock,US,67.95,overcast clouds,34.8791,-76.9013,Sherwood Motel
672,Tariba,VE,77.56,overcast clouds,7.8188,-72.2243,Hotel Las Lomas
673,Gomel,BY,57.81,light intensity shower rain,52.4345,30.9754,Turyst
675,Portmore,JM,88.05,few clouds,17.9702,-76.8672,Grand Hotel Excelsior Port Royal
676,San Jeronimo,PE,64.26,few clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
678,Tansen,NP,55.74,clear sky,27.8673,83.5467,Taksar Stay
679,Guerrero Negro,MX,70.72,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
680,Ahipara,NZ,62.64,moderate rain,-35.1667,173.1667,Ahipara Holiday Park
682,Dicabisagan,PH,80.46,moderate rain,17.0818,122.4157,Nancy Montanes Bernardo
683,Palmer,US,57.51,clear sky,42.1584,-72.3287,Wedgewood Motel
684,Mugumu,TZ,74.34,overcast clouds,-1.85,34.7,Lemala Mara
687,Lethem,GY,92.64,overcast clouds,3.3803,-59.7968,Savannah Inn
688,Pakxan,LA,70.95,overcast clouds,18.3778,103.6601,Kong Kham Pheng Guesthouse
691,Saint-Leu,RE,74.26,scattered clouds,-21.15,55.2833,La Caz Oceane
692,Jimenez,MX,60.46,clear sky,28.3333,-105.4,El torreon
694,Bozova,TR,61.72,clear sky,37.3625,38.5267,Bozova Öğretmen Evi
696,Ho Chi Minh City,VN,80.62,scattered clouds,10.75,106.6667,Windsor Plaza Hotel
697,Huron,US,62.67,clear sky,41.1501,-82.5499,Meadow Brook Mobile Estates
700,Danjiangkou,CN,59.02,overcast clouds,32.5428,111.5086,Dongsheng Guesthouse
701,Koutiala,ML,94.14,clear sky,12.3917,-5.4642,Hotel La Chaumiere
